,id,name,description,unit,status,calculationMethod,category,oldConvention,cfConvention,timeOffsets,sensorLevels,codeTable
590,sum(duration_of_sunshine PT1M),Sunshine duration (1 min),Sunshine duration over the last minute.,minutes,CF-name,"{'baseName': 'duration_of_sunshine', 'method': 'sum', 'period': 'PT1M', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Sunshine,"{'elementCodes': ['OT_01'], 'unit': 'minutes'}","{'standardName': 'duration_of_sunshine', 'cellMethod': 'time: sum', 'unit': 's', 'version': '44'}",,,
591,sum(duration_of_sunshine_normal P1M 1961_1990 ),Normal for sunshine duration 1961-1990 (month),Monthly normal for sunshine duration calculated for the normal period 1961-1990.,hours,METNO-name,,Sunshine,"{'elementCodes': ['OT'], 'unit': 'hours'}",,{'values': ['PT0H']},,
592,sum(duration_of_sunshine_normal P1M 1991_2020 ),Normal for sunshine duration 1991-2020 (month),Monthly normal for sunshine duration calculated for the normal period 1991-2020.,hours,METNO-name,,Sunshine,"{'elementCodes': ['OT'], 'unit': 'hours'}",,{'values': ['PT0H']},,
593,sum(duration_of_sunshine_normal P1Y 1961_1990),Normal for sunshine duration 1961-1990 (year),Annual normal for precipitation sum calculated for the normal period 1961-1990.,hours,METNO-name,"{'baseName': 'duration_of_sunshine_normal', 'method': 'sum', 'period': 'P1Y', 'addition': '1961_1990', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Sunshine,"{'elementCodes': ['OT'], 'unit': 'hours'}",,{'values': ['PT0H']},,
594,sum(duration_of_sunshine_normal P1Y 1991_2020),Normal for sunshine duration 1991-2020 (year),Annual normal for sunshine duration calculated for the normal period 1991-2020.,hours,METNO-name,"{'baseName': 'duration_of_sunshine_normal', 'method': 'sum', 'period': 'P1Y', 'addition': '1991_2020', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Sunshine,"{'elementCodes': ['OT'], 'unit': 'hours'}",,{'values': ['PT0H']},,
595,sum(precipitation_amount P1D),Precipitation (24 h),Daily precipitation sum (between 06-06 UTC).,mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'P1D', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR', 'RRTA', 'RR_24', 'X1RR_24', 'X2RR_24'], 'unit': 'N/A'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}","{'defaultValue': 'PT6H', 'values': ['PT6H', 'PT18H']}",,
596,sum(precipitation_amount P1M),Precipitation (month),Monthly precipitation sum.,mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'P1M', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR', 'RRTA'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}","{'defaultValue': 'PT6H', 'values': ['PT6H', 'PT18H']}",,
597,sum(precipitation_amount P1Y),Annual precipitation,Annual precipitation sum.,mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'P1Y', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum (best estimate)', 'unit': 'kg m-2', 'version': '44'}",{'values': ['PT6H']},,
598,sum(precipitation_amount P30D),Precipitation (30 days),Precipitation sum during the last 30 days,mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'P30D', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR_720'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}",{'values': ['PT6H']},,
599,sum(precipitation_amount P3M),Precipitation (season),"Seasonal precipitation sum. Winter (Dec,Jan,Feb), spring (Mar,Apr,May), summer (Jun,Jul,Aug), autumn (Sep,Oct,Nov).",mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'P3M', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR', 'RRTA'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum (best estimate)', 'unit': 'kg m-2', 'version': '44'}",{'values': ['PT6H']},,
600,sum(precipitation_amount P6M),Precipitation (summer or winter half-year),Precipitation sum during winter (October-March) or summer (April-September),mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'P6M', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum (best estimate)', 'unit': 'kg m-2', 'version': '44'}",{'values': ['PT6H']},,
601,sum(precipitation_amount PT10M),Precipitation (10 min),Amount of precipitation per 10 minutes,mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'PT10M', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR_010'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}",,,
602,sum(precipitation_amount PT12H),Precipitation (12 h),Amount of precipitation per 12 hours,mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'PT12H', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR_12', 'X1RR_12', 'X2RR_12'], 'unit': 'N/A'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}",{'values': ['PT6H']},,
603,sum(precipitation_amount PT1H),Precipitation (1 h),Amount of precipitation per hour,mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'PT1H', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR_1', 'X1RR', 'X1RR_1', 'X2RR_1'], 'unit': 'N/A'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}",{'values': ['PT0H']},,
604,sum(precipitation_amount PT1M),Precipitation (1 min),Amount of precipitation per minute (precipitation intensity),mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'PT1M', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR_01'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}",,,
605,sum(precipitation_amount PT3H),Precipitation (3 h),Amount of precipitation per three hours,mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'PT3H', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR_3'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}",{'values': ['PT0H']},,
606,sum(precipitation_amount PT6H),Precipitation (6 h),Amount of precipitation per six hours,mm,CF-name,"{'baseName': 'precipitation_amount', 'method': 'sum', 'period': 'PT6H', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR_6'], 'unit': 'mm'}","{'standardName': 'precipitation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}",{'values': ['PT0H']},,
607,sum(precipitation_amount_anomaly P1M 1961_1990),Precipitation in percent of the 1961-1990 normal (month),Monthly precipitation in percent of the precipitation normal for the normal period 1961-1990.,percent,METNO-name,"{'baseName': 'precipitation_amount_anomaly', 'method': 'sum', 'period': 'P1M', 'addition': '1961_1990', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RRA', 'RRA_6190'], 'unit': 'mm'}",,{'values': ['PT6H']},,
608,sum(precipitation_amount_anomaly P1M 1971_2000),Precipitation in percent of 71-00 normal (month),Monthly precipitation in percent of 1971-2000 normal.,percent,METNO-name,"{'baseName': 'precipitation_amount_anomaly', 'method': 'sum', 'period': 'P1M', 'addition': '1971_2000', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RRA_7100'], 'unit': 'percent'}",,,,
609,sum(precipitation_amount_anomaly P1M 1991_2020),Precipitation in percent of the 1991-2020 normal (month),Monthly precipitation in percent of the precipitation normal (1991-2020).,percent,METNO-name,"{'baseName': 'precipitation_amount_anomaly', 'method': 'sum', 'period': 'P1M', 'addition': '1991_2020', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RRA_9120'], 'unit': 'percent'}",,,,
610,sum(precipitation_amount_anomaly P1Y 1961_1990),Precipitation in percent of the 1961-1990 normal (year),Annual precipitation in percent of the precipitation normal for the normal period 1961-1990.,percent,METNO-name,"{'baseName': 'precipitation_amount_anomaly', 'method': 'sum', 'period': 'P1Y', 'addition': '1961_1990', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RRA', 'RRA_6190'], 'unit': 'mm'}",,{'values': ['PT6H']},,
611,sum(precipitation_amount_anomaly P1Y 1991_2020),Precipitation in percent of the 1991-2020 normal (year),Annual precipitation in percent of the precipitation normal (1991-2020).,percent,METNO-name,"{'baseName': 'precipitation_amount_anomaly', 'method': 'sum', 'period': 'P1Y', 'addition': '1991_2020', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RRA_9120'], 'unit': 'percent'}",,,,
612,sum(precipitation_amount_anomaly P3M 1961_1990),Precipitation in percent of the 1961-1990 normal (season),"Seasonal precipitation sum in percent of the precipitation normal for the normal period 1961-1990. Winter (Dec,Jan,Feb), spring (Mar,Apr,May), summer (Jun,Jul,Aug), autumn (Sep,Oct,Nov).",percent,METNO-name,"{'baseName': 'precipitation_amount_anomaly', 'method': 'sum', 'period': 'P3M', 'addition': '1961_1990', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RRA', 'RRA_6190'], 'unit': 'mm'}",,{'values': ['PT6H']},,
613,sum(precipitation_amount_anomaly P3M 1991_2020),Precipitation in percent of the 1991-2020 normal (season),"Seasonal precipitation sum in percent of the precipitation normal (1991-2020). Winter (Dec,Jan,Feb), spring (Mar,Apr,May), summer (Jun,Jul,Aug), autumn (Sep,Oct,Nov).",percent,METNO-name,"{'baseName': 'precipitation_amount_anomaly', 'method': 'sum', 'period': 'P3M', 'addition': '1991_2020', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RRA_9120'], 'unit': 'percent'}",,,,
614,sum(precipitation_amount_anomaly P6M 1961_1990),Precipitation in percent of the 1961-1990 normal (summer or winter half-year),Precipitation sum during winter (October-March) or summer (April-September) in percent of the precipitation normal for the normal period 1961-1990.,percent,METNO-name,"{'baseName': 'precipitation_amount_anomaly', 'method': 'sum', 'period': 'P6M', 'addition': '1961_1990', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RRA', 'RRA_6190'], 'unit': 'degC'}",,{'values': ['PT6H']},,
615,sum(precipitation_amount_anomaly P6M 1991_2020),Precipitation in percent of the 1991-2020 normal (summer or winter half-year),Precipitation sum during winter (October-March) or summer (April-September) in percent of the precipitation normal (1991-2020).,percent,METNO-name,"{'baseName': 'precipitation_amount_anomaly', 'method': 'sum', 'period': 'P6M', 'addition': '1991_2020', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RRA_9120'], 'unit': 'percent'}",,,,
616,sum(precipitation_amount_normal P1M 1961_1990),Normal for precipitation 1961-1990 (month),Monthly normal for precipitation sum calculated for the normal period 1961-1990.,mm,METNO-name,"{'baseName': 'precipitation_amount_normal', 'method': 'sum', 'period': 'P1M', 'addition': '1961_1990', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR'], 'unit': 'mm'}",,{'values': ['PT0H']},,
617,sum(precipitation_amount_normal P1M 1991_2020),Normal for precipitation 1991-2020 (month),Monthly normal for precipitation sum calculated for the normal period 1991-2020.,mm,METNO-name,"{'baseName': 'precipitation_amount_normal', 'method': 'sum', 'period': 'P1M', 'addition': '1991_2020', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR'], 'unit': 'mm'}",,{'values': ['PT0H']},,
618,sum(precipitation_amount_normal P1Y 1961_1990),Normal for precipitation 1961-1990 (year),Annual normal for precipitation sum calculated for the normal period 1961-1990.,mm,METNO-name,"{'baseName': 'precipitation_amount_normal', 'method': 'sum', 'period': 'P1Y', 'addition': '1961_1990', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR'], 'unit': 'mm'}",,{'values': ['PT0H']},,
619,sum(precipitation_amount_normal P1Y 1991_2020),Normal for precipitation 1991-2020 (year),Annual normal for precipitation sum calculated for the normal period 1991-2020.,mm,METNO-name,"{'baseName': 'precipitation_amount_normal', 'method': 'sum', 'period': 'P1Y', 'addition': '1991_2020', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Precipitation,"{'elementCodes': ['RR'], 'unit': 'mm'}",,{'values': ['PT0H']},,
620,sum(water_evaporation_amount P1D),Evaporation (24 h),Evaporated water from open water surface per 24 h,mm,CF-name,"{'baseName': 'water_evaporation_amount', 'method': 'sum', 'period': 'P1D', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Evaporation,"{'elementCodes': ['EV_24'], 'unit': 'mm'}","{'standardName': 'water_evaporation_amount', 'cellMethod': 'time: sum', 'unit': 'kg m-2', 'version': '44'}",,,
621,sum(water_evaporation_amount P1M),Evaporation (month),Evaporated water from open water surface per month,4kg m-2,CF-name,"{'baseName': 'water_evaporation_amount', 'method': 'sum', 'period': 'P1M', 'methodDescription': 'The arithmetic sum of data values or accumulated value in a given period.'}",Evaporation,"{'elementCodes': ['EV'], 'unit': '4kg m-2'}","{'standardName': 'water_evaporation_amount', 'cellMethod': 'time: sum', 'unit': '4kg m-2', 'version': '44'}",{'values': ['PT6H']},,
